"Sample_name"	"Comment"	"Flask_number"	"Replicate_number"	"Colony_count"	"Volume_plated_mL"	"Dilution_applied"	"CFU_mL"
"168-1.1-P"	"2025-03-25_168hr_Wire+10%inoc∆phz_1_A-F"	1.1	1	104	0.1	10000	10400000
"168-1.1-P"	"2025-03-25_168hr_Wire+10%inoc∆phz_1_A-F"	1.1	2	94	0.1	10000	9400000
"168-1.1-P"	"2025-03-25_168hr_Wire+10%inoc∆phz_1_A-F"	1.1	3	67	0.1	10000	6700000
"168-1.2-P"	"2025-03-25_168hr_Wire+10%inoc∆phz_1_A-F"	1.2	1	38	0.1	10000	3800000
"168-1.2-P"	"2025-03-25_168hr_Wire+10%inoc∆phz_1_A-F"	1.2	2	66	0.1	10000	6600000
"168-1.2-P"	"2025-03-25_168hr_Wire+10%inoc∆phz_1_A-F"	1.2	3	30	0.1	10000	3e+06
"168-1.3-P"	"2025-03-25_168hr_Wire+10%inoc∆phz_1_A-F"	1.3	1	28	0.1	10000	2800000
"168-1.3-P"	"2025-03-25_168hr_Wire+10%inoc∆phz_1_A-F"	1.3	2	49	0.1	10000	4900000
"168-1.3-P"	"2025-03-25_168hr_Wire+10%inoc∆phz_1_A-F"	1.3	3	36	0.1	10000	3600000
"168-1.4-P"	"2025-03-25_168hr_Wire+10%inoc∆phz_1_A-F"	1.4	1	93	0.1	10000	9300000
"168-1.4-P"	"2025-03-25_168hr_Wire+10%inoc∆phz_1_A-F"	1.4	2	103	0.1	10000	10300000
"168-1.4-P"	"2025-03-25_168hr_Wire+10%inoc∆phz_1_A-F"	1.4	3	88	0.1	10000	8800000
"168-2.1-P"	"2025-03-25_168hr_NoWire+10%inoc∆phz_2_A-F"	2.1	1	65	0.1	1e+07	6.5e+09
"168-2.1-P"	"2025-03-25_168hr_NoWire+10%inoc∆phz_2_A-F"	2.1	2	55	0.1	1e+07	5.5e+09
"168-2.1-P"	"2025-03-25_168hr_NoWire+10%inoc∆phz_2_A-F"	2.1	3	62	0.1	1e+07	6.2e+09
"168-2.2-P"	"2025-03-25_168hr_NoWire+10%inoc∆phz_2_A-F"	2.2	1	52	0.1	1e+07	5.2e+09
"168-2.2-P"	"2025-03-25_168hr_NoWire+10%inoc∆phz_2_A-F"	2.2	2	41	0.1	1e+07	4.1e+09
"168-2.2-P"	"2025-03-25_168hr_NoWire+10%inoc∆phz_2_A-F"	2.2	3	53	0.1	1e+07	5.3e+09
"168-2.3-P"	"2025-03-25_168hr_NoWire+10%inoc∆phz_2_A-F"	2.3	1	35	0.1	1e+07	3.5e+09
"168-2.3-P"	"2025-03-25_168hr_NoWire+10%inoc∆phz_2_A-F"	2.3	2	56	0.1	1e+07	5.6e+09
"168-2.3-P"	"2025-03-25_168hr_NoWire+10%inoc∆phz_2_A-F"	2.3	3	53	0.1	1e+07	5.3e+09
"168-2.4-P"	"2025-03-25_168hr_NoWire+10%inoc∆phz_2_A-F"	2.4	1	51	0.1	1e+07	5.1e+09
"168-2.4-P"	"2025-03-25_168hr_NoWire+10%inoc∆phz_2_A-F"	2.4	2	38	0.1	1e+07	3.8e+09
"168-2.4-P"	"2025-03-25_168hr_NoWire+10%inoc∆phz_2_A-F"	2.4	3	56	0.1	1e+07	5.6e+09
"0-1.1-H"	"2025-07-07_0hr_Wire+10%inoc∆hcn_1_A-F"	1.5	1	559	0.1	1e+05	5.59e+08
"0-1.1-H"	"2025-07-07_0hr_Wire+10%inoc∆hcn_1_A-F"	1.5	2	512	0.1	1e+05	5.12e+08
"0-1.1-H"	"2025-07-07_0hr_Wire+10%inoc∆hcn_1_A-F"	1.5	3	416	0.1	1e+05	4.16e+08
"0-1.2-H"	"2025-07-07_0hr_Wire+10%inoc∆hcn_1_A-F"	1.6	1	683	0.1	1e+05	6.83e+08
"0-1.2-H"	"2025-07-07_0hr_Wire+10%inoc∆hcn_1_A-F"	1.6	2	536	0.1	1e+05	5.36e+08
"0-1.2-H"	"2025-07-07_0hr_Wire+10%inoc∆hcn_1_A-F"	1.6	3	420	0.1	1e+05	4.2e+08
"0-1.3-H"	"2025-07-07_0hr_Wire+10%inoc∆hcn_1_A-F"	1.7	1	616	0.1	1e+05	6.16e+08
"0-1.3-H"	"2025-07-07_0hr_Wire+10%inoc∆hcn_1_A-F"	1.7	2	499	0.1	1e+05	4.99e+08
"0-1.3-H"	"2025-07-07_0hr_Wire+10%inoc∆hcn_1_A-F"	1.7	3	587	0.1	1e+05	5.87e+08
"0-1.4-H"	"2025-07-07_0hr_Wire+10%inoc∆hcn_1_A-F"	1.8	1	527	0.1	1e+05	5.27e+08
"0-1.4-H"	"2025-07-07_0hr_Wire+10%inoc∆hcn_1_A-F"	1.8	2	457	0.1	1e+05	4.57e+08
"0-1.4-H"	"2025-07-07_0hr_Wire+10%inoc∆hcn_1_A-F"	1.8	3	398	0.1	1e+05	3.98e+08
"0-2.1-H"	"2025-07-07_0hr_NoWire+10%inoc∆hcn_2_A-F"	2.5	1	566	0.1	1e+05	5.66e+08
"0-2.1-H"	"2025-07-07_0hr_NoWire+10%inoc∆hcn_2_A-F"	2.5	2	434	0.1	1e+05	4.34e+08
"0-2.1-H"	"2025-07-07_0hr_NoWire+10%inoc∆hcn_2_A-F"	2.5	3	452	0.1	1e+05	4.52e+08
"0-2.2-H"	"2025-07-07_0hr_NoWire+10%inoc∆hcn_2_A-F"	2.6	1	598	0.1	1e+05	5.98e+08
"0-2.2-H"	"2025-07-07_0hr_NoWire+10%inoc∆hcn_2_A-F"	2.6	2	536	0.1	1e+05	5.36e+08
"0-2.2-H"	"2025-07-07_0hr_NoWire+10%inoc∆hcn_2_A-F"	2.6	3	491	0.1	1e+05	4.91e+08
"0-2.3-H"	"2025-07-07_0hr_NoWire+10%inoc∆hcn_2_A-F"	2.7	1	562	0.1	1e+05	5.62e+08
"0-2.3-H"	"2025-07-07_0hr_NoWire+10%inoc∆hcn_2_A-F"	2.7	2	437	0.1	1e+05	4.37e+08
"0-2.3-H"	"2025-07-07_0hr_NoWire+10%inoc∆hcn_2_A-F"	2.7	3	512	0.1	1e+05	5.12e+08
"0-2.4-H"	"2025-07-07_0hr_NoWire+10%inoc∆hcn_2_A-F"	2.8	1	457	0.1	1e+05	4.57e+08
"0-2.4-H"	"2025-07-07_0hr_NoWire+10%inoc∆hcn_2_A-F"	2.8	2	534	0.1	1e+05	5.34e+08
"0-2.4-H"	"2025-07-07_0hr_NoWire+10%inoc∆hcn_2_A-F"	2.8	3	568	0.1	1e+05	5.68e+08
"24-1.1-H"	"2025-07-08_24hr_Wire+10%inoc∆hcn_1_A-F"	1.5	1	153	0.1	1e+06	1.53e+09
"24-1.1-H"	"2025-07-08_24hr_Wire+10%inoc∆hcn_1_A-F"	1.5	2	90	0.1	1e+06	9e+08
"24-1.1-H"	"2025-07-08_24hr_Wire+10%inoc∆hcn_1_A-F"	1.5	3	181	0.1	1e+06	1.81e+09
"24-1.2-H"	"2025-07-08_24hr_Wire+10%inoc∆hcn_1_A-F"	1.6	1	128	0.1	1e+06	1.28e+09
"24-1.2-H"	"2025-07-08_24hr_Wire+10%inoc∆hcn_1_A-F"	1.6	2	93	0.1	1e+06	9.3e+08
"24-1.2-H"	"2025-07-08_24hr_Wire+10%inoc∆hcn_1_A-F"	1.6	3	95	0.1	1e+06	9.5e+08
"24-1.3-H"	"2025-07-08_24hr_Wire+10%inoc∆hcn_1_A-F"	1.7	1	105	0.1	1e+06	1.05e+09
"24-1.3-H"	"2025-07-08_24hr_Wire+10%inoc∆hcn_1_A-F"	1.7	2	79	0.1	1e+06	7.9e+08
"24-1.3-H"	"2025-07-08_24hr_Wire+10%inoc∆hcn_1_A-F"	1.7	3	153	0.1	1e+06	1.53e+09
"24-1.4-H"	"2025-07-08_24hr_Wire+10%inoc∆hcn_1_A-F"	1.8	1	140	0.1	1e+06	1.4e+09
"24-1.4-H"	"2025-07-08_24hr_Wire+10%inoc∆hcn_1_A-F"	1.8	2	114	0.1	1e+06	1.14e+09
"24-1.4-H"	"2025-07-08_24hr_Wire+10%inoc∆hcn_1_A-F"	1.8	3	142	0.1	1e+06	1.42e+09
"24-2.1-H"	"2025-07-08_24hr_NoWire+10%inoc∆hcn_2_A-F"	2.5	1	78	0.1	1e+07	7.8e+09
"24-2.1-H"	"2025-07-08_24hr_NoWire+10%inoc∆hcn_2_A-F"	2.5	2	152	0.1	1e+07	1.52e+10
"24-2.1-H"	"2025-07-08_24hr_NoWire+10%inoc∆hcn_2_A-F"	2.5	3	48	0.1	1e+07	4.8e+09
"24-2.2-H"	"2025-07-08_24hr_NoWire+10%inoc∆hcn_2_A-F"	2.6	1	64	0.1	1e+07	6.4e+09
"24-2.2-H"	"2025-07-08_24hr_NoWire+10%inoc∆hcn_2_A-F"	2.6	2	47	0.1	1e+07	4.7e+09
"24-2.2-H"	"2025-07-08_24hr_NoWire+10%inoc∆hcn_2_A-F"	2.6	3	47	0.1	1e+07	4.7e+09
"24-2.3-H"	"2025-07-08_24hr_NoWire+10%inoc∆hcn_2_A-F"	2.7	1	45	0.1	1e+07	4.5e+09
"24-2.3-H"	"2025-07-08_24hr_NoWire+10%inoc∆hcn_2_A-F"	2.7	2	48	0.1	1e+07	4.8e+09
"24-2.3-H"	"2025-07-08_24hr_NoWire+10%inoc∆hcn_2_A-F"	2.7	3	70	0.1	1e+07	7e+09
"24-2.4-H"	"2025-07-08_24hr_NoWire+10%inoc∆hcn_2_A-F"	2.8	1	64	0.1	1e+07	6.4e+09
"24-2.4-H"	"2025-07-08_24hr_NoWire+10%inoc∆hcn_2_A-F"	2.8	2	46	0.1	1e+07	4.6e+09
"24-2.4-H"	"2025-07-08_24hr_NoWire+10%inoc∆hcn_2_A-F"	2.8	3	53	0.1	1e+07	5.3e+09
"72-1.1-H"	"2025-07-10_72hr_Wire+10%inoc∆hcn_1_A-F"	1.5	1	204	0.1	1e+05	2.04e+08
"72-1.1-H"	"2025-07-10_72hr_Wire+10%inoc∆hcn_1_A-F"	1.5	2	152	0.1	1e+05	1.52e+08
"72-1.1-H"	"2025-07-10_72hr_Wire+10%inoc∆hcn_1_A-F"	1.5	3	130	0.1	1e+05	1.3e+08
"72-1.2-H"	"2025-07-10_72hr_Wire+10%inoc∆hcn_1_A-F"	1.6	1	62	0.1	1e+05	6.2e+07
"72-1.2-H"	"2025-07-10_72hr_Wire+10%inoc∆hcn_1_A-F"	1.6	2	44	0.1	1e+05	4.4e+07
"72-1.2-H"	"2025-07-10_72hr_Wire+10%inoc∆hcn_1_A-F"	1.6	3	49	0.1	1e+05	4.9e+07
"72-1.3-H"	"2025-07-10_72hr_Wire+10%inoc∆hcn_1_A-F"	1.7	1	29	0.1	1e+05	2.9e+07
"72-1.3-H"	"2025-07-10_72hr_Wire+10%inoc∆hcn_1_A-F"	1.7	2	20	0.1	1e+05	2e+07
"72-1.3-H"	"2025-07-10_72hr_Wire+10%inoc∆hcn_1_A-F"	1.7	3	48	0.1	1e+05	4.8e+07
"72-1.4-H"	"2025-07-10_72hr_Wire+10%inoc∆hcn_1_A-F"	1.8	1	172	0.1	1e+05	1.72e+08
"72-1.4-H"	"2025-07-10_72hr_Wire+10%inoc∆hcn_1_A-F"	1.8	2	146	0.1	1e+05	1.46e+08
"72-1.4-H"	"2025-07-10_72hr_Wire+10%inoc∆hcn_1_A-F"	1.8	3	195	0.1	1e+05	1.95e+08
"72-2.1-H"	"2025-07-10_72hr_NoWire+10%inoc∆hcn_2_A-F"	2.5	1	59	0.1	1e+07	5.9e+09
"72-2.1-H"	"2025-07-10_72hr_NoWire+10%inoc∆hcn_2_A-F"	2.5	2	61	0.1	1e+07	6.1e+09
"72-2.1-H"	"2025-07-10_72hr_NoWire+10%inoc∆hcn_2_A-F"	2.5	3	62	0.1	1e+07	6.2e+09
"72-2.2-H"	"2025-07-10_72hr_NoWire+10%inoc∆hcn_2_A-F"	2.6	1	86	0.1	1e+07	8.6e+09
"72-2.2-H"	"2025-07-10_72hr_NoWire+10%inoc∆hcn_2_A-F"	2.6	2	200	0.1	1e+07	2e+10
"72-2.2-H"	"2025-07-10_72hr_NoWire+10%inoc∆hcn_2_A-F"	2.6	3	130	0.1	1e+07	1.3e+10
"72-2.3-H"	"2025-07-10_72hr_NoWire+10%inoc∆hcn_2_A-F"	2.7	1	58	0.1	1e+07	5.8e+09
"72-2.3-H"	"2025-07-10_72hr_NoWire+10%inoc∆hcn_2_A-F"	2.7	2	117	0.1	1e+07	1.17e+10
"72-2.3-H"	"2025-07-10_72hr_NoWire+10%inoc∆hcn_2_A-F"	2.7	3	62	0.1	1e+07	6.2e+09
"72-2.4-H"	"2025-07-10_72hr_NoWire+10%inoc∆hcn_2_A-F"	2.8	1	80	0.1	1e+07	8e+09
"72-2.4-H"	"2025-07-10_72hr_NoWire+10%inoc∆hcn_2_A-F"	2.8	2	115	0.1	1e+07	1.15e+10
"72-2.4-H"	"2025-07-10_72hr_NoWire+10%inoc∆hcn_2_A-F"	2.8	3	44	0.1	1e+07	4.4e+09
"168-1.1-H"	"2025-07-14_168hr_Wire+10%inoc∆hcn_1_A-F"	1.5	1	21	0.1	10000	2100000
"168-1.1-H"	"2025-07-14_168hr_Wire+10%inoc∆hcn_1_A-F"	1.5	2	27	0.1	10000	2700000
"168-1.1-H"	"2025-07-14_168hr_Wire+10%inoc∆hcn_1_A-F"	1.5	3	23	0.1	10000	2300000
"168-1.2-H"	"2025-07-14_168hr_Wire+10%inoc∆hcn_1_A-F"	1.6	1	91	0.1	10000	9100000
"168-1.2-H"	"2025-07-14_168hr_Wire+10%inoc∆hcn_1_A-F"	1.6	2	79	0.1	10000	7900000
"168-1.2-H"	"2025-07-14_168hr_Wire+10%inoc∆hcn_1_A-F"	1.6	3	81	0.1	10000	8100000
"168-1.3-H"	"2025-07-14_168hr_Wire+10%inoc∆hcn_1_A-F"	1.7	1	85	0.1	10000	8500000
"168-1.3-H"	"2025-07-14_168hr_Wire+10%inoc∆hcn_1_A-F"	1.7	2	82	0.1	10000	8200000
"168-1.3-H"	"2025-07-14_168hr_Wire+10%inoc∆hcn_1_A-F"	1.7	3	78	0.1	10000	7800000
"168-1.4-H"	"2025-07-14_168hr_Wire+10%inoc∆hcn_1_A-F"	1.8	1	175	0.1	10000	17500000
"168-1.4-H"	"2025-07-14_168hr_Wire+10%inoc∆hcn_1_A-F"	1.8	2	127	0.1	10000	12700000
"168-1.4-H"	"2025-07-14_168hr_Wire+10%inoc∆hcn_1_A-F"	1.8	3	191	0.1	10000	19100000
"168-2.1-H"	"2025-07-14_168hr_NoWire+10%inoc∆hcn_2_A-F"	2.5	1	70	0.1	1e+07	7e+09
"168-2.1-H"	"2025-07-14_168hr_NoWire+10%inoc∆hcn_2_A-F"	2.5	2	92	0.1	1e+07	9.2e+09
"168-2.1-H"	"2025-07-14_168hr_NoWire+10%inoc∆hcn_2_A-F"	2.5	3	80	0.1	1e+07	8e+09
"168-2.2-H"	"2025-07-14_168hr_NoWire+10%inoc∆hcn_2_A-F"	2.6	1	45	0.1	1e+07	4.5e+09
"168-2.2-H"	"2025-07-14_168hr_NoWire+10%inoc∆hcn_2_A-F"	2.6	2	62	0.1	1e+07	6.2e+09
"168-2.2-H"	"2025-07-14_168hr_NoWire+10%inoc∆hcn_2_A-F"	2.6	3	70	0.1	1e+07	7e+09
"168-2.3-H"	"2025-07-14_168hr_NoWire+10%inoc∆hcn_2_A-F"	2.7	1	47	0.1	1e+07	4.7e+09
"168-2.3-H"	"2025-07-14_168hr_NoWire+10%inoc∆hcn_2_A-F"	2.7	2	62	0.1	1e+07	6.2e+09
"168-2.3-H"	"2025-07-14_168hr_NoWire+10%inoc∆hcn_2_A-F"	2.7	3	61	0.1	1e+07	6.1e+09
"168-2.4-H"	"2025-07-14_168hr_NoWire+10%inoc∆hcn_2_A-F"	2.8	1	80	0.1	1e+07	8e+09
"168-2.4-H"	"2025-07-14_168hr_NoWire+10%inoc∆hcn_2_A-F"	2.8	2	79	0.1	1e+07	7.9e+09
"168-2.4-H"	"2025-07-14_168hr_NoWire+10%inoc∆hcn_2_A-F"	2.8	3	116	0.1	1e+07	1.16e+10
"0-1.1-DD"	"2025-09-02_0hr_Wire+10%inocDD_1_A-F"	11	1	66	0.1	1e+06	6.6e+08
"0-1.1-DD"	"2025-09-02_0hr_Wire+10%inocDD_1_A-F"	11	2	43	0.1	1e+06	4.3e+08
"0-1.1-DD"	"2025-09-02_0hr_Wire+10%inocDD_1_A-F"	11	3	60	0.1	1e+06	6e+08
"0-1.2-DD"	"2025-09-02_0hr_Wire+10%inocDD_1_A-F"	12	1	64	0.1	1e+06	6.4e+08
"0-1.2-DD"	"2025-09-02_0hr_Wire+10%inocDD_1_A-F"	12	2	63	0.1	1e+06	6.3e+08
"0-1.2-DD"	"2025-09-02_0hr_Wire+10%inocDD_1_A-F"	12	3	79	0.1	1e+06	7.9e+08
"0-1.3-DD"	"2025-09-02_0hr_Wire+10%inocDD_1_A-F"	13	1	41	0.1	1e+06	4.1e+08
"0-1.3-DD"	"2025-09-02_0hr_Wire+10%inocDD_1_A-F"	13	2	69	0.1	1e+06	6.9e+08
"0-1.3-DD"	"2025-09-02_0hr_Wire+10%inocDD_1_A-F"	13	3	63	0.1	1e+06	6.3e+08
"0-1.4-DD"	"2025-09-02_0hr_Wire+10%inocDD_1_A-F"	14	1	86	0.1	1e+06	8.6e+08
"0-1.4-DD"	"2025-09-02_0hr_Wire+10%inocDD_1_A-F"	14	2	84	0.1	1e+06	8.4e+08
"0-1.4-DD"	"2025-09-02_0hr_Wire+10%inocDD_1_A-F"	14	3	65	0.1	1e+06	6.5e+08
"0-2.1-DD"	"2025-09-02_0hr_NoWire+10%inocDD_2_A-F"	21	1	79	0.1	1e+06	7.9e+08
"0-2.1-DD"	"2025-09-02_0hr_NoWire+10%inocDD_2_A-F"	21	2	63	0.1	1e+06	6.3e+08
"0-2.1-DD"	"2025-09-02_0hr_NoWire+10%inocDD_2_A-F"	21	3	60	0.1	1e+06	6e+08
"0-2.2-DD"	"2025-09-02_0hr_NoWire+10%inocDD_2_A-F"	22	1	54	0.1	1e+06	5.4e+08
"0-2.2-DD"	"2025-09-02_0hr_NoWire+10%inocDD_2_A-F"	22	2	50	0.1	1e+06	5e+08
"0-2.2-DD"	"2025-09-02_0hr_NoWire+10%inocDD_2_A-F"	22	3	69	0.1	1e+06	6.9e+08
"0-2.3-DD"	"2025-09-02_0hr_NoWire+10%inocDD_2_A-F"	23	1	59	0.1	1e+06	5.9e+08
"0-2.3-DD"	"2025-09-02_0hr_NoWire+10%inocDD_2_A-F"	23	2	56	0.1	1e+06	5.6e+08
"0-2.3-DD"	"2025-09-02_0hr_NoWire+10%inocDD_2_A-F"	23	3	48	0.1	1e+06	4.8e+08
"0-2.4-DD"	"2025-09-02_0hr_NoWire+10%inocDD_2_A-F"	24	1	72	0.1	1e+06	7.2e+08
"0-2.4-DD"	"2025-09-02_0hr_NoWire+10%inocDD_2_A-F"	24	2	77	0.1	1e+06	7.7e+08
"0-2.4-DD"	"2025-09-02_0hr_NoWire+10%inocDD_2_A-F"	24	3	69	0.1	1e+06	6.9e+08
"24-1.1-DD"	"2025-09-03_24hr_Wire+10%inocDD_1_A-F"	11	1	77	0.1	1e+06	7.7e+08
"24-1.1-DD"	"2025-09-03_24hr_Wire+10%inocDD_1_A-F"	11	2	81	0.1	1e+06	8.1e+08
"24-1.1-DD"	"2025-09-03_24hr_Wire+10%inocDD_1_A-F"	11	3	74	0.1	1e+06	7.4e+08
"24-1.2-DD"	"2025-09-03_24hr_Wire+10%inocDD_1_A-F"	12	1	92	0.1	1e+06	9.2e+08
"24-1.2-DD"	"2025-09-03_24hr_Wire+10%inocDD_1_A-F"	12	2	85	0.1	1e+06	8.5e+08
"24-1.2-DD"	"2025-09-03_24hr_Wire+10%inocDD_1_A-F"	12	3	78	0.1	1e+06	7.8e+08
"24-1.3-DD"	"2025-09-03_24hr_Wire+10%inocDD_1_A-F"	13	1	67	0.1	1e+06	6.7e+08
"24-1.3-DD"	"2025-09-03_24hr_Wire+10%inocDD_1_A-F"	13	2	79	0.1	1e+06	7.9e+08
"24-1.3-DD"	"2025-09-03_24hr_Wire+10%inocDD_1_A-F"	13	3	107	0.1	1e+06	1.07e+09
"24-1.4-DD"	"2025-09-03_24hr_Wire+10%inocDD_1_A-F"	14	1	89	0.1	1e+06	8.9e+08
"24-1.4-DD"	"2025-09-03_24hr_Wire+10%inocDD_1_A-F"	14	2	97	0.1	1e+06	9.7e+08
"24-1.4-DD"	"2025-09-03_24hr_Wire+10%inocDD_1_A-F"	14	3	89	0.1	1e+06	8.9e+08
"24-2.1-DD"	"2025-09-03_24hr_NoWire+10%inocDD_2_A-F"	21	1	62	0.1	1e+07	6.2e+09
"24-2.1-DD"	"2025-09-03_24hr_NoWire+10%inocDD_2_A-F"	21	2	48	0.1	1e+07	4.8e+09
"24-2.1-DD"	"2025-09-03_24hr_NoWire+10%inocDD_2_A-F"	21	3	48	0.1	1e+07	4.8e+09
"24-2.2-DD"	"2025-09-03_24hr_NoWire+10%inocDD_2_A-F"	22	1	60	0.1	1e+07	6e+09
"24-2.2-DD"	"2025-09-03_24hr_NoWire+10%inocDD_2_A-F"	22	2	75	0.1	1e+07	7.5e+09
"24-2.2-DD"	"2025-09-03_24hr_NoWire+10%inocDD_2_A-F"	22	3	64	0.1	1e+07	6.4e+09
"24-2.3-DD"	"2025-09-03_24hr_NoWire+10%inocDD_2_A-F"	23	1	55	0.1	1e+07	5.5e+09
"24-2.3-DD"	"2025-09-03_24hr_NoWire+10%inocDD_2_A-F"	23	2	63	0.1	1e+07	6.3e+09
"24-2.3-DD"	"2025-09-03_24hr_NoWire+10%inocDD_2_A-F"	23	3	64	0.1	1e+07	6.4e+09
"24-2.4-DD"	"2025-09-03_24hr_NoWire+10%inocDD_2_A-F"	24	1	72	0.1	1e+07	7.2e+09
"24-2.4-DD"	"2025-09-03_24hr_NoWire+10%inocDD_2_A-F"	24	2	84	0.1	1e+07	8.4e+09
"24-2.4-DD"	"2025-09-03_24hr_NoWire+10%inocDD_2_A-F"	24	3	67	0.1	1e+07	6.7e+09
"72-1.1-DD"	"2025-09-05_72hr_Wire+10%inocDD_1_A-F"	11	1	369	0.1	1e+05	3.69e+08
"72-1.1-DD"	"2025-09-05_72hr_Wire+10%inocDD_1_A-F"	11	2	402	0.1	1e+05	4.02e+08
"72-1.1-DD"	"2025-09-05_72hr_Wire+10%inocDD_1_A-F"	11	3	349	0.1	1e+05	3.49e+08
"72-1.2-DD"	"2025-09-05_72hr_Wire+10%inocDD_1_A-F"	12	1	455	0.1	1e+05	4.55e+08
"72-1.2-DD"	"2025-09-05_72hr_Wire+10%inocDD_1_A-F"	12	2	439	0.1	1e+05	4.39e+08
"72-1.2-DD"	"2025-09-05_72hr_Wire+10%inocDD_1_A-F"	12	3	446	0.1	1e+05	4.46e+08
"72-1.3-DD"	"2025-09-05_72hr_Wire+10%inocDD_1_A-F"	13	1	520	0.1	1e+05	5.2e+08
"72-1.3-DD"	"2025-09-05_72hr_Wire+10%inocDD_1_A-F"	13	2	527	0.1	1e+05	5.27e+08
"72-1.3-DD"	"2025-09-05_72hr_Wire+10%inocDD_1_A-F"	13	3	525	0.1	1e+05	5.25e+08
"72-1.4-DD"	"2025-09-05_72hr_Wire+10%inocDD_1_A-F"	14	1	468	0.1	1e+05	4.68e+08
"72-1.4-DD"	"2025-09-05_72hr_Wire+10%inocDD_1_A-F"	14	2	469	0.1	1e+05	4.69e+08
"72-1.4-DD"	"2025-09-05_72hr_Wire+10%inocDD_1_A-F"	14	3	496	0.1	1e+05	4.96e+08
"72-2.1-DD"	"2025-09-05_72hr_NoWire+10%inocDD_2_A-F"	21	1	84	0.1	1e+07	8.4e+09
"72-2.1-DD"	"2025-09-05_72hr_NoWire+10%inocDD_2_A-F"	21	2	102	0.1	1e+07	1.02e+10
"72-2.1-DD"	"2025-09-05_72hr_NoWire+10%inocDD_2_A-F"	21	3	79	0.1	1e+07	7.9e+09
"72-2.2-DD"	"2025-09-05_72hr_NoWire+10%inocDD_2_A-F"	22	1	72	0.1	1e+07	7.2e+09
"72-2.2-DD"	"2025-09-05_72hr_NoWire+10%inocDD_2_A-F"	22	2	64	0.1	1e+07	6.4e+09
"72-2.2-DD"	"2025-09-05_72hr_NoWire+10%inocDD_2_A-F"	22	3	73	0.1	1e+07	7.3e+09
"72-2.3-DD"	"2025-09-05_72hr_NoWire+10%inocDD_2_A-F"	23	1	63	0.1	1e+07	6.3e+09
"72-2.3-DD"	"2025-09-05_72hr_NoWire+10%inocDD_2_A-F"	23	2	65	0.1	1e+07	6.5e+09
"72-2.3-DD"	"2025-09-05_72hr_NoWire+10%inocDD_2_A-F"	23	3	69	0.1	1e+07	6.9e+09
"72-2.4-DD"	"2025-09-05_72hr_NoWire+10%inocDD_2_A-F"	24	1	75	0.1	1e+07	7.5e+09
"72-2.4-DD"	"2025-09-05_72hr_NoWire+10%inocDD_2_A-F"	24	2	76	0.1	1e+07	7.6e+09
"72-2.4-DD"	"2025-09-05_72hr_NoWire+10%inocDD_2_A-F"	24	3	65	0.1	1e+07	6.5e+09
"168-1.1-DD"	"2025-09-09_168hr_Wire+10%inocDD_1_A-F"	11	1	228	0.1	10000	22800000
"168-1.1-DD"	"2025-09-09_168hr_Wire+10%inocDD_1_A-F"	11	2	130	0.1	10000	1.3e+07
"168-1.1-DD"	"2025-09-09_168hr_Wire+10%inocDD_1_A-F"	11	3	113	0.1	10000	11300000
"168-1.2-DD"	"2025-09-09_168hr_Wire+10%inocDD_1_A-F"	12	1	27	0.1	10000	2700000
"168-1.2-DD"	"2025-09-09_168hr_Wire+10%inocDD_1_A-F"	12	2	52	0.1	10000	5200000
"168-1.2-DD"	"2025-09-09_168hr_Wire+10%inocDD_1_A-F"	12	3	30	0.1	10000	3e+06
"168-1.3-DD"	"2025-09-09_168hr_Wire+10%inocDD_1_A-F"	13	1	43	0.1	10000	4300000
"168-1.3-DD"	"2025-09-09_168hr_Wire+10%inocDD_1_A-F"	13	2	62	0.1	10000	6200000
"168-1.3-DD"	"2025-09-09_168hr_Wire+10%inocDD_1_A-F"	13	3	48	0.1	10000	4800000
"168-1.4-DD"	"2025-09-09_168hr_Wire+10%inocDD_1_A-F"	14	1	369	0.1	10000	36900000
"168-1.4-DD"	"2025-09-09_168hr_Wire+10%inocDD_1_A-F"	14	2	367	0.1	10000	36700000
"168-1.4-DD"	"2025-09-09_168hr_Wire+10%inocDD_1_A-F"	14	3	391	0.1	10000	39100000
"168-2.1-DD"	"2025-09-09_168hr_NoWire+10%inocDD_2_A-F"	21	1	87	0.1	1e+07	8.7e+09
"168-2.1-DD"	"2025-09-09_168hr_NoWire+10%inocDD_2_A-F"	21	2	100	0.1	1e+07	1e+10
"168-2.1-DD"	"2025-09-09_168hr_NoWire+10%inocDD_2_A-F"	21	3	87	0.1	1e+07	8.7e+09
"168-2.2-DD"	"2025-09-09_168hr_NoWire+10%inocDD_2_A-F"	22	1	106	0.1	1e+07	1.06e+10
"168-2.2-DD"	"2025-09-09_168hr_NoWire+10%inocDD_2_A-F"	22	2	116	0.1	1e+07	1.16e+10
"168-2.2-DD"	"2025-09-09_168hr_NoWire+10%inocDD_2_A-F"	22	3	102	0.1	1e+07	1.02e+10
"168-2.3-DD"	"2025-09-09_168hr_NoWire+10%inocDD_2_A-F"	23	1	81	0.1	1e+07	8.1e+09
"168-2.3-DD"	"2025-09-09_168hr_NoWire+10%inocDD_2_A-F"	23	2	79	0.1	1e+07	7.9e+09
"168-2.3-DD"	"2025-09-09_168hr_NoWire+10%inocDD_2_A-F"	23	3	78	0.1	1e+07	7.8e+09
