"fasta"	"scaffold"	"gene_position"	"start_position"	"end_position"	"strandedness"	"rank"	"ko_id"	"kegg_hit"	"uniref_id"	"uniref_hit"	"uniref_taxonomy"	"uniref_RBH"	"uniref_identity"	"uniref_bitScore"	"uniref_eVal"	"Gene_name"	"Corrosion_genes_id"	"Corrosion_genes_hit"	"Corrosion_genes_RBH"	"Corrosion_genes_identity"	"Corrosion_genes_bitScore"	"Corrosion_genes_eVal"	"heme_regulatory_motif_count"
"Geobacter_metallireducens_GS15"	"CP000148.1"	2925	3280735	3281727	-1	"B"	""	""	"Q39RK8_GEOMG"	"UniRef90_Q39RK8 Cytochrome c n=4 Tax=Geobacter TaxID=28231 RepID=Q39RK8_GEOMG"	"Geobacter"	TRUE	1	712	1.41e-229	"dmsE"	"Q8EH05|Q8EH05_SHEON"	"Q8EH05|Q8EH05_SHEON Periplasmic decaheme cytochrome c DmsE OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=dmsE PE=4 SV=1"	FALSE	0.267	77	1.251e-17	8
"Geobacter_metallireducens_GS15"	"CP000148.1"	2926	3281739	3282749	-1	"B"	""	""	"Q39RK7_GEOMG"	"UniRef90_Q39RK7 Cytochrome c n=3 Tax=Geobacter TaxID=28231 RepID=Q39RK7_GEOMG"	"Geobacter"	TRUE	1	750	9.88e-243	"mtrA"	"Q8EG35|Q8EG35_SHEON"	"Q8EG35|Q8EG35_SHEON Extracelllular iron oxide respiratory system periplasmic decaheme cytochrome c component MtrA OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=mtrA PE=1 SV=1"	FALSE	0.265	103	4.566e-26	9
"Geobacter_metallireducens_GS15"	"CP000148.1"	2957	3316947	3317936	1	"B"	""	""	"Q39RH6_GEOMG"	"UniRef90_Q39RH6 Menaquinol oxidoreductase complex Cbc5, cytochrome c subunit n=5 Tax=Geobacter TaxID=28231 RepID=Q39RH6_GEOMG"	"Geobacter"	TRUE	1	713	7.162e-230	"Gmet_0825"	"Q39XF7|Q39XF7_GEOMG"	"Q39XF7|Q39XF7_GEOMG Cytochrome c OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=Gmet_0825 PE=4 SV=1"	FALSE	0.209	61	1.295e-12	12
"Geobacter_metallireducens_GS15"	"CP000148.1"	3116	3492846	3493886	1	"B"	"K00428"	"cytochrome c peroxidase [EC:1.11.1.5]"	"Q39R19_GEOMG"	"UniRef90_Q39R19 Cytochrome c peroxidase n=1 Tax=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) TaxID=269799 RepID=Q39R19_GEOMG"	"Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15)"	TRUE	0.978	715	1.756e-230	"macA"	"Q39R19|Q39R19_GEOMG"	"Q39R19|Q39R19_GEOMG Cytochrome c peroxidase OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=macA PE=4 SV=1"	TRUE	0.978	715	6.423e-237	2
"Geobacter_metallireducens_GS15"	"CP000148.1"	3344	3735780	3737201	1	"B"	""	""	"A0A0D5N523_GEOSN"	"UniRef90_A0A0D5N523 NAD-reducing hydrogenase HoxS subunit beta n=15 Tax=Bacteria TaxID=2 RepID=A0A0D5N523_GEOSN"	"Bacteria"	TRUE	0.905	895	4.956e-290	"hyaB"	"Q8EF87|Q8EF87_SHEON"	"Q8EF87|Q8EF87_SHEON Uptake hydrogenase large subunit OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=hyaB PE=3 SV=1"	FALSE	0.202	120	1.084e-30	0
"Geobacter_metallireducens_GS15"	"CP000148.1"	3355	3744464	3746164	-1	"B"	"K06281"	"hydrogenase large subunit [EC:1.12.99.6]"	"UPI001BDB0C26"	"UniRef90_UPI001BDB0C26 nickel-dependent hydrogenase large subunit n=1 Tax=Geomobilimonas luticola TaxID=1114878 RepID=UPI001BDB0C26"	"Geomobilimonas luticola"	TRUE	0.915	1083	0	"hyaB"	"Q8EF87|Q8EF87_SHEON"	"Q8EF87|Q8EF87_SHEON Uptake hydrogenase large subunit OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=hyaB PE=3 SV=1"	TRUE	0.49	508	4.319e-161	0
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	120	135536	137236	-1	"B"	"K06281"	"hydrogenase large subunit [EC:1.12.99.6]"	"UPI00248F9923"	"UniRef90_UPI00248F9923 nickel-dependent hydrogenase large subunit n=1 Tax=Geotalea uraniireducens TaxID=351604 RepID=UPI00248F9923"	"Geotalea uraniireducens"	TRUE	0.903	1068	0	"hyaB"	"Q8EF87|Q8EF87_SHEON"	"Q8EF87|Q8EF87_SHEON Uptake hydrogenase large subunit OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=hyaB PE=3 SV=1"	TRUE	0.493	512	2.58e-162	0
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	143	161009	162064	1	"B"	"K03553"	"recombination protein RecA"	"RECA_GEOSL"	"UniRef90_P62215 Protein RecA n=12 Tax=Desulfuromonadia TaxID=3031651 RepID=RECA_GEOSL"	"Desulfuromonadia"	TRUE	0.929	660	4.382e-211	"recA"	"Q8EBS0|RECA_SHEON"	"Q8EBS0|RECA_SHEON Protein RecA OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=recA PE=3 SV=1"	TRUE	0.685	433	4.936e-139	0
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	459	496164	497204	-1	"B"	"K00428"	"cytochrome c peroxidase [EC:1.11.1.5]"	"A0A2Z5SNB2_GEOSN"	"UniRef90_A0A2Z5SNB2 Cytochrome c551 peroxidase n=7 Tax=Geobacter TaxID=28231 RepID=A0A2Z5SNB2_GEOSN"	"Geobacter"	TRUE	0.979	716	1.282e-230	"macA"	"Q74FY6|Q74FY6_GEOSL"	"Q74FY6|Q74FY6_GEOSL Cytochrome c peroxidase OS=Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA) OX=243231 GN=macA PE=1 SV=1"	TRUE	0.982	719	3.766e-238	2
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	583	624363	625352	-1	"B"	""	""	"Q74FL5_GEOSL"	"UniRef90_Q74FL5 Lipoprotein cytochrome c n=4 Tax=Geobacter TaxID=28231 RepID=Q74FL5_GEOSL"	"Geobacter"	TRUE	1	724	7.68e-234	"Gmet_0825"	"Q39XF7|Q39XF7_GEOMG"	"Q39XF7|Q39XF7_GEOMG Cytochrome c OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=Gmet_0825 PE=4 SV=1"	FALSE	0.212	68	5.495e-15	12
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	605	650818	651930	1	"B"	""	""	"Q74FJ3_GEOSL"	"UniRef90_Q74FJ3 Cytochrome c n=3 Tax=Geobacter TaxID=28231 RepID=Q74FJ3_GEOSL"	"Geobacter"	TRUE	1	743	1.949e-239	"mtrA"	"Q8EG35|Q8EG35_SHEON"	"Q8EG35|Q8EG35_SHEON Extracelllular iron oxide respiratory system periplasmic decaheme cytochrome c component MtrA OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=mtrA PE=1 SV=1"	FALSE	0.259	92	2.301e-22	9
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	606	651945	652937	1	"B"	""	""	"Q74FJ2_GEOSL"	"UniRef90_Q74FJ2 Cytochrome c n=2 Tax=Geobacter TaxID=28231 RepID=Q74FJ2_GEOSL"	"Geobacter"	TRUE	1	712	1.029e-229	"dmsE"	"Q8EH05|Q8EH05_SHEON"	"Q8EH05|Q8EH05_SHEON Periplasmic decaheme cytochrome c DmsE OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=dmsE PE=4 SV=1"	FALSE	0.313	83	1.154e-19	8
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	608	654654	655352	1	"B"	""	""	"Q74FJ0_GEOSL"	"UniRef90_Q74FJ0 Cytochrome c n=5 Tax=Geobacter TaxID=28231 RepID=Q74FJ0_GEOSL"	"Geobacter"	TRUE	0.972	477	2.907e-150	"omcE"	"Q74FJ0|Q74FJ0_GEOSL"	"Q74FJ0|Q74FJ0_GEOSL Cytochrome c OS=Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA) OX=243231 GN=omcE PE=1 SV=1"	TRUE	0.972	477	1.069e-156	4
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	611	658847	660346	1	"B"	"K23424"	"protein O-mannosyl-transferase [EC:2.4.1.-]"	"A0A2Z5SLQ6_GEOSN"	"UniRef90_A0A2Z5SLQ6 Uncharacterized protein n=8 Tax=Geobacter TaxID=28231 RepID=A0A2Z5SLQ6_GEOSN"	"Geobacter"	TRUE	0.931	975	2.82100021452368e-317	"Gmet_2893"	"Q39RL3|Q39RL3_GEOMG"	"Q39RL3|Q39RL3_GEOMG Membrane protein, putative OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=Gmet_2893 PE=4 SV=1"	TRUE	0.663	643	6.685e-209	0
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	656	703797	704651	-1	"B"	""	""	"Q74FD9_GEOSL"	"UniRef90_Q74FD9 Lipoprotein cytochrome c n=4 Tax=Geobacter TaxID=28231 RepID=Q74FD9_GEOSL"	"Geobacter"	TRUE	1	616	4.05e-197	"Gmet_0825"	"Q39XF7|Q39XF7_GEOMG"	"Q39XF7|Q39XF7_GEOMG Cytochrome c OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=Gmet_0825 PE=4 SV=1"	FALSE	0.427	178	4.759e-52	12
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	688	743411	744718	1	"B"	""	""	"Q74FA8_GEOSL"	"UniRef90_Q74FA8 Cytochrome c n=7 Tax=Geobacter TaxID=28231 RepID=Q74FA8_GEOSL"	"Geobacter"	TRUE	0.98	884	3.06e-287	"omcT"	"Q74A87|Q74A87_GEOSL"	"Q74A87|Q74A87_GEOSL Cytochrome c OS=Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA) OX=243231 GN=omcT PE=4 SV=1"	FALSE	0.699	570	1.043e-184	6
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	689	745221	750926	1	"B"	""	""	"Q74FA7_GEOSL"	"UniRef90_Q74FA7 Lipoprotein cytochrome c n=9 Tax=Geobacter TaxID=28231 RepID=Q74FA7_GEOSL"	"Geobacter"	TRUE	0.974	3900	0	"Gmet_0571"	"Q39Y60|Q39Y60_GEOMG"	"Q39Y60|Q39Y60_GEOMG Cytochrome c OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=Gmet_0571 PE=4 SV=1"	TRUE	0.423	1390	0	26
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	776	845687	847369	1	"B"	"K06281"	"hydrogenase large subunit [EC:1.12.99.6]"	"A0A2Z5SP53_GEOSN"	"UniRef90_A0A2Z5SP53 Hydrogenase-2 large chain n=12 Tax=Desulfuromonadia TaxID=3031651 RepID=A0A2Z5SP53_GEOSN"	"Desulfuromonadia"	TRUE	0.978	1157	0	"hyaB"	"Q8EF87|Q8EF87_SHEON"	"Q8EF87|Q8EF87_SHEON Uptake hydrogenase large subunit OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=hyaB PE=3 SV=1"	FALSE	0.478	492	1.28e-155	0
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	1208	1330693	1331706	1	"B"	""	""	"A0A0C1TTD2_9BACT"	"UniRef90_A0A0C1TTD2 Cytochrome C n=6 Tax=Geobacter TaxID=28231 RepID=A0A0C1TTD2_9BACT"	"Geobacter"	TRUE	1	731	5.279e-236	"dmsE"	"Q8EH05|Q8EH05_SHEON"	"Q8EH05|Q8EH05_SHEON Periplasmic decaheme cytochrome c DmsE OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=dmsE PE=4 SV=1"	FALSE	0.415	205	1.877e-60	9
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	1314	1461502	1462941	-1	"B"	""	""	"Q74DI2_GEOSL"	"UniRef90_Q74DI2 Cytochrome c n=4 Tax=Geobacter sulfurreducens TaxID=35554 RepID=Q74DI2_GEOSL"	"Geobacter sulfurreducens"	TRUE	0.984	996	0	"omcZ"	"Q74BG5|Q74BG5_GEOSL"	"Q74BG5|Q74BG5_GEOSL Cytochrome c OS=Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA) OX=243231 GN=omcZ PE=1 SV=1"	FALSE	0.539	479	2.166e-152	7
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	1481	1642311	1642526	1	"C"	"K02650"	"type IV pilus assembly protein PilA"	"Q74D23_GEOSL"	"UniRef90_Q74D23 Geopilin domain 1 protein n=3 Tax=Geobacter sulfurreducens TaxID=35554 RepID=Q74D23_GEOSL"	"Geobacter sulfurreducens"	FALSE	0.871	131	3.203e-33	"pilA-N"	"Q74D23|Q74D23_GEOSL"	"Q74D23|Q74D23_GEOSL Geopilin domain 1 protein OS=Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA) OX=243231 GN=pilA-N PE=1 SV=1"	FALSE	0.871	131	1.188e-39	0
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	1482	1642554	1642928	1	"C"	""	""	"Q74D22_GEOSL"	"UniRef90_Q74D22 Geopilin domain 2 protein n=2 Tax=Geobacter sulfurreducens TaxID=35554 RepID=Q74D22_GEOSL"	"Geobacter sulfurreducens"	FALSE	0.908	237	3.54e-69	"pilA-C"	"Q74D22|Q74D22_GEOSL"	"Q74D22|Q74D22_GEOSL Geopilin domain 2 protein OS=Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA) OX=243231 GN=pilA-C PE=1 SV=1"	FALSE	0.908	237	1.31e-75	0
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	1629	1806400	1807212	-1	"B"	""	""	"A0A2Z5SRG9_GEOSN"	"UniRef90_A0A2Z5SRG9 C-type multiheme cytochrome OmcC n=6 Tax=Geobacter TaxID=28231 RepID=A0A2Z5SRG9_GEOSN"	"Geobacter"	TRUE	0.952	542	6.106e-172	"cbcX"	"Q39UC1|Q39UC1_GEOMG"	"Q39UC1|Q39UC1_GEOMG Menaquinol oxidoreductase complex Cbc3, cytochrome c subunit OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=cbcX PE=4 SV=1"	FALSE	0.657	329	1.267e-104	5
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	1754	1939849	1940262	-1	"C"	"K02456"	"general secretion pathway protein G"	"Q74C98_GEOSL"	"UniRef90_Q74C98 Type II secretion system pseudopilin OxpG n=4 Tax=Geobacter TaxID=28231 RepID=Q74C98_GEOSL"	"Geobacter"	FALSE	0.965	280	7.431e-84	"pilA-N"	"Q74D23|Q74D23_GEOSL"	"Q74D23|Q74D23_GEOSL Geopilin domain 1 protein OS=Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA) OX=243231 GN=pilA-N PE=1 SV=1"	FALSE	0.499	66	6.955e-16	0
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	1763	1948994	1949437	-1	"C"	""	""	"Q74C89_GEOSL"	"UniRef90_Q74C89 Cytochrome c n=3 Tax=Geobacter sulfurreducens TaxID=35554 RepID=Q74C89_GEOSL"	"Geobacter sulfurreducens"	FALSE	0.999	313	6.871e-95	"Gmet_1866"	"Q39UH9|Q39UH9_GEOMG"	"Q39UH9|Q39UH9_GEOMG Cytochrome c OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=Gmet_1866 PE=4 SV=1"	FALSE	0.565	123	2.174e-35	3
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	1764	1949441	1950532	-1	"B"	""	""	"Q74C88_GEOSL"	"UniRef90_Q74C88 nitrite reductase (cytochrome; ammonia-forming) n=4 Tax=Geobacter TaxID=28231 RepID=Q74C88_GEOSL"	"Geobacter"	TRUE	1	785	2.327e-254	"Gmet_1867"	"Q39UH8|Q39UH8_GEOMG"	"Q39UH8|Q39UH8_GEOMG nitrite reductase (cytochrome; ammonia-forming) OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=Gmet_1867 PE=3 SV=1"	TRUE	0.767	556	2.621e-181	7
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	1765	1950541	1951377	-1	"B"	""	""	"Q74C87_GEOSL"	"UniRef90_Q74C87 Cytochrome c n=7 Tax=Geobacter TaxID=28231 RepID=Q74C87_GEOSL"	"Geobacter"	TRUE	1	593	2.661e-189	"Gmet_1868"	"Q39UH7|Q39UH7_GEOMG"	"Q39UH7|Q39UH7_GEOMG Cytochrome c OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=Gmet_1868 PE=4 SV=1"	FALSE	0.595	319	6.403e-101	4
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	2056	2281459	2282880	-1	"B"	""	""	"Q74BG5_GEOSL"	"UniRef90_Q74BG5 Cytochrome c n=7 Tax=Bacteria TaxID=2 RepID=Q74BG5_GEOSL"	"Bacteria"	TRUE	0.97	968	1.78199999805522e-315	"omcZ"	"Q74BG5|Q74BG5_GEOSL"	"Q74BG5|Q74BG5_GEOSL Cytochrome c OS=Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA) OX=243231 GN=omcZ PE=1 SV=1"	TRUE	0.97	968	6.47225996052033e-322	7
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	2183	2414490	2415860	1	"B"	""	""	"Q74B41_GEOSL"	"UniRef90_Q74B41 Cytochrome c n=5 Tax=Geobacter TaxID=28231 RepID=Q74B41_GEOSL"	"Geobacter"	TRUE	1	995	0	"MA_0658"	"Q8TSY5|Q8TSY5_METAC"	"Q8TSY5|Q8TSY5_METAC Methanogenesis multiheme c-type cytochrome OS=Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A) OX=188937 GN=MA_0658 PE=4 SV=1"	FALSE	0.174	70	4.143e-15	8
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	2185	2417241	2418332	1	"B"	""	""	"Q74AZ6_GEOSL"	"UniRef90_Q74AZ6 Lipoprotein cytochrome c n=5 Tax=Geobacter sulfurreducens TaxID=35554 RepID=Q74AZ6_GEOSL"	"Geobacter sulfurreducens"	TRUE	1	775	1.154e-250	"dmsE"	"Q8EH05|Q8EH05_SHEON"	"Q8EH05|Q8EH05_SHEON Periplasmic decaheme cytochrome c DmsE OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=dmsE PE=4 SV=1"	FALSE	0.36	188	1.999e-54	10
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	2192	2425525	2427660	-1	"B"	""	""	"Q74AY9_GEOSL"	"UniRef90_Q74AY9 Cytochrome c n=6 Tax=Geobacter TaxID=28231 RepID=Q74AY9_GEOSL"	"Geobacter"	TRUE	1	1538	0	"Gmet_0825"	"Q39XF7|Q39XF7_GEOMG"	"Q39XF7|Q39XF7_GEOMG Cytochrome c OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=Gmet_0825 PE=4 SV=1"	FALSE	0.221	64	7.662e-13	27
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	2400	2652412	2653833	1	"B"	""	""	"A0A0D5N523_GEOSN"	"UniRef90_A0A0D5N523 NAD-reducing hydrogenase HoxS subunit beta n=15 Tax=Bacteria TaxID=2 RepID=A0A0D5N523_GEOSN"	"Bacteria"	TRUE	0.968	966	8.61000000011885e-315	"hyaB"	"Q8EF87|Q8EF87_SHEON"	"Q8EF87|Q8EF87_SHEON Uptake hydrogenase large subunit OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=hyaB PE=3 SV=1"	FALSE	0.206	126	1.355e-32	0
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	2413	2667181	2667495	-1	"C"	"K08906"	"cytochrome c6"	"Q74AE4_GEOSL"	"UniRef90_Q74AE4 Lipoprotein cytochrome c, 1 heme-binding site n=8 Tax=Geobacter TaxID=28231 RepID=Q74AE4_GEOSL"	"Geobacter"	FALSE	0.951	210	3.946e-60	"Gmet_0155"	"Q39ZC2|Q39ZC2_GEOMG"	"Q39ZC2|Q39ZC2_GEOMG Cytochrome c OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=Gmet_0155 PE=3 SV=1"	FALSE	0.528	79	4.296e-21	1
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	2473	2742189	2743493	-1	"B"	""	""	"Q74A96_GEOSL"	"UniRef90_Q74A96 Cytochrome c n=7 Tax=Geobacter TaxID=28231 RepID=Q74A96_GEOSL"	"Geobacter"	TRUE	1	655	1.152e-207	"dmsE"	"Q8EH05|Q8EH05_SHEON"	"Q8EH05|Q8EH05_SHEON Periplasmic decaheme cytochrome c DmsE OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=dmsE PE=4 SV=1"	FALSE	0.288	96	2.549e-23	10
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	2474	2743505	2745487	-1	"B"	""	""	"Q74A95_GEOSL"	"UniRef90_Q74A95 Cytochrome c n=7 Tax=Geobacteraceae TaxID=213422 RepID=Q74A95_GEOSL"	"Geobacteraceae"	TRUE	1	1449	0	"mtrA"	"Q8EG35|Q8EG35_SHEON"	"Q8EG35|Q8EG35_SHEON Extracelllular iron oxide respiratory system periplasmic decaheme cytochrome c component MtrA OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=mtrA PE=1 SV=1"	FALSE	0.321	134	1.744e-34	26
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	2480	2752748	2754061	-1	"B"	""	""	"A0A2Z5SN74_GEOSN"	"UniRef90_A0A2Z5SN74 C-type multiheme cytochrome n=7 Tax=Geobacter TaxID=28231 RepID=A0A2Z5SN74_GEOSN"	"Geobacter"	TRUE	0.979	904	4.844e-294	"omcS"	"Q74A86|OMCS_GEOSL"	"Q74A86|OMCS_GEOSL C-type cytochrome OmcS OS=Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA) OX=243231 GN=omcS PE=1 SV=1"	FALSE	0.554	433	2.492e-137	6
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	2482	2757248	2758540	-1	"B"	""	""	"Q74A87_GEOSL"	"UniRef90_Q74A87 Cytochrome c n=6 Tax=Geobacter TaxID=28231 RepID=Q74A87_GEOSL"	"Geobacter"	TRUE	1	915	5.146e-298	"omcT"	"Q74A87|Q74A87_GEOSL"	"Q74A87|Q74A87_GEOSL Cytochrome c OS=Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA) OX=243231 GN=omcT PE=4 SV=1"	TRUE	1	915	1.873e-304	6
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	2483	2758651	2759949	-1	"B"	""	""	"OMCS_GEOSL"	"UniRef90_Q74A86 C-type cytochrome OmcS n=6 Tax=Geobacter TaxID=28231 RepID=OMCS_GEOSL"	"Geobacter"	TRUE	0.985	900	1.227e-292	"omcS"	"Q74A86|OMCS_GEOSL"	"Q74A86|OMCS_GEOSL C-type cytochrome OmcS OS=Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA) OX=243231 GN=omcS PE=1 SV=1"	TRUE	0.985	900	4.465e-299	6
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	2487	2765844	2767460	1	"B"	"K23424"	"protein O-mannosyl-transferase [EC:2.4.1.-]"	"A0A0C1U1G0_9BACT"	"UniRef90_A0A0C1U1G0 Glycosyltransferase RgtA/B/C/D-like domain-containing protein n=7 Tax=Geobacter TaxID=28231 RepID=A0A0C1U1G0_9BACT"	"Geobacter"	TRUE	0.909	1034	0	"Gmet_2893"	"Q39RL3|Q39RL3_GEOMG"	"Q39RL3|Q39RL3_GEOMG Membrane protein, putative OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=Gmet_2893 PE=4 SV=1"	FALSE	0.215	128	3.718e-33	0
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	2492	2772610	2773050	1	"C"	""	""	"A0A2Z5SFB4_GEOSN"	"UniRef90_A0A2Z5SFB4 Cbb3-type cytochrome c oxidase subunit CcoP2 n=4 Tax=Geobacter sulfurreducens TaxID=35554 RepID=A0A2Z5SFB4_GEOSN"	"Geobacter sulfurreducens"	FALSE	0.871	266	9.878e-79	"Gmet_1088"	"Q39WP6|Q39WP6_GEOMG"	"Q39WP6|Q39WP6_GEOMG Lipoprotein cytochrome c OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=Gmet_1088 PE=4 SV=1"	FALSE	0.505	127	8.911e-37	1
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	2624	2914100	2914546	-1	"C"	""	""	"Q749U9_GEOSL"	"UniRef90_Q749U9 Lipoprotein cytochrome c n=6 Tax=Geobacter TaxID=28231 RepID=Q749U9_GEOSL"	"Geobacter"	FALSE	1	330	6.694e-101	"Gmet_0909"	"Q39X73|Q39X73_GEOMG"	"Q39X73|Q39X73_GEOMG Cytochrome c OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=Gmet_0909 PE=4 SV=1"	FALSE	0.307	70	6.041e-17	5
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	2626	2915955	2916866	-1	"B"	""	""	"A0A0C1QTF7_9BACT"	"UniRef90_A0A0C1QTF7 Cytochrome C n=8 Tax=Geobacter TaxID=28231 RepID=A0A0C1QTF7_9BACT"	"Geobacter"	TRUE	0.966	618	1.498e-197	"Gmet_0825"	"Q39XF7|Q39XF7_GEOMG"	"Q39XF7|Q39XF7_GEOMG Cytochrome c OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=Gmet_0825 PE=4 SV=1"	TRUE	0.837	511	4.921e-167	11
